"INDICATOR - Simple average of simple averages"
"ORIGIN - World"
"DUTY TYPE - Most favoured nation rate (MFN rate)"

,YEAR,"1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Tunisia","Machinery and transport equipment","..","..",25.01,"..",25.28,"..","..",26.41,"..","..",19.84,"..",16.93,"..",18.77,14.53,14.1,14.05,13.56,"..",11.47,11.61,9.859999999999999,9.18,8.949999999999999,8.41,"..",8.4,4.39,".."
"Tunisia","Other manufactured goods","..","..",32.43,"..",32.6,"..","..",33.74,"..","..",34.39,"..",31.22,"..",32.92,29,29.83,27.68,27.4,"..",25.03,25.38,20.5,16.97,16.86,16.83,"..",16.85,11.13,".."
"Turkey","Manufactured goods, ores and metals","..","..","..","..","..",9.34,"..",8.369999999999999,5.8,5.64,5.38,6.33,4.79,4.56,4.44,4.31,4.11,4.12,4.13,4.09,4.13,4.19,4.18,4.12,"..",4.18,"..",4.21,4.21,4.23
"Turkey","Ores and metals","..","..","..","..","..",6.09,"..",4.07,1.96,1.96,1.76,1.58,1.58,1.58,1.6,1.59,1.63,1.61,1.62,1.61,1.6,1.6,1.6,1.59,"..",1.55,"..",1.6,1.59,1.59
"Turkey","Manufactured goods","..","..","..","..","..",9.560000000000001,"..",8.66,6.05,5.88,5.62,6.64,5,4.75,4.64,4.49,4.28,4.29,4.3,4.26,4.3,4.37,4.35,4.29,"..",4.36,"..",4.39,4.38,4.41
"Turkey","Chemical products","..","..","..","..","..",8,"..",7.79,6.13,5.67,5.67,5.38,5.26,5.15,4.9,4.73,4.67,4.62,4.67,4.7,4.73,4.71,4.76,4.83,"..",4.83,"..",4.81,4.8,4.82
"Turkey","Machinery and transport equipment","..","..","..","..","..",7.9,"..",6.28,3.71,3.65,2.94,2.5,2.33,2.27,2.26,2.24,2.25,2.25,2.3,2.34,2.35,2.35,2.34,2.35,"..",2.34,"..",2.33,2.33,2.37
"Turkey","Other manufactured goods","..","..","..","..","..",10.86,"..",9.99,7.05,6.93,6.76,8.92,6.06,5.68,5.55,5.35,4.99,5.03,5.01,4.91,4.95,5.09,5.04,4.9,"..",5.05,"..",5.11,5.11,5.13
"Turkmenistan","Manufactured goods, ores and metals","_","_","_","_","..","..","..","..","..","..",0,"..","..","..",3.99,"..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Turkmenistan","Ores and metals","_","_","_","_","..","..","..","..","..","..",0,"..","..","..",1.44,"..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Turkmenistan","Manufactured goods","_","_","_","_","..","..","..","..","..","..",0,"..","..","..",4.15,"..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Turkmenistan","Chemical products","_","_","_","_","..","..","..","..","..","..",0,"..","..","..",0.72,"..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Turkmenistan","Machinery and transport equipment","_","_","_","_","..","..","..","..","..","..",0,"..","..","..",1.22,"..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Turkmenistan","Other manufactured goods","_","_","_","_","..","..","..","..","..","..",0,"..","..","..",6.75,"..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Tuvalu","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",7.79,"..","..","..","..","..","..",7.84
"Tuvalu","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",1.66,"..","..","..","..","..","..",1.67
"Tuvalu","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",8.199999999999999,"..","..","..","..","..","..",8.27
"Tuvalu","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",2.2,"..","..","..","..","..","..",2.22
"Tuvalu","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",4.48,"..","..","..","..","..","..",5.03
"Tuvalu","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",12.21,"..","..","..","..","..","..",12.12
"Uganda","Manufactured goods, ores and metals","..","..","..","..","..","..",16,"..","..","..","..","..",8.48,8.34,8.23,7.86,7.01,11.58,11.56,11.54,11.34,11.31,11.31,11.21,11.16,11,11.01,11.08,11.12,".."
"Uganda","Ores and metals","..","..","..","..","..","..",11.76,"..","..","..","..","..",8.039999999999999,8.039999999999999,7.96,7.65,7.52,6.58,6.54,6.41,6.61,6.61,6.61,6.57,6.32,6.32,6.32,6.32,6.32,".."
"Uganda","Manufactured goods","..","..","..","..","..","..",16.28,"..","..","..","..","..",8.51,8.359999999999999,8.25,7.88,6.97,11.92,11.9,11.89,11.65,11.63,11.63,11.53,11.49,11.31,11.33,11.4,11.44,".."
"Uganda","Chemical products","..","..","..","..","..","..",11.04,"..","..","..","..","..",7.25,7.24,7.09,5.99,2.06,3.28,3.23,3.23,3.29,3.28,3.28,3.29,3.28,3.13,3.21,3.22,3.21,".."
"Uganda","Machinery and transport equipment","..","..","..","..","..","..",13.64,"..","..","..","..","..",3.78,3.65,3.49,3.2,3.19,6.2,6.21,6.21,5.88,5.87,5.87,5.76,5.72,5.69,5.68,5.69,5.75,".."
"Uganda","Other manufactured goods","..","..","..","..","..","..",19.39,"..","..","..","..","..",11.04,10.83,10.72,10.61,10.52,17.76,17.74,17.73,17.5,17.46,17.46,17.31,17.34,17.09,17.09,17.23,17.27,".."
"Ukraine","Manufactured goods, ores and metals","_","_","_","_","..","..","..",6.61,"..",7.37,"..","..","..","..",7.08,"..","..","..",4.6,4.57,4.62,3.94,3.92,3.86,3.86,3.95,3.93,3.93,3.93,3.92
"Ukraine","Ores and metals","_","_","_","_","..","..","..",1.93,"..",1.88,"..","..","..","..",3.55,"..","..","..",2.33,2.23,2.26,1.74,1.74,1.72,1.72,1.76,1.76,1.76,1.76,1.7
"Ukraine","Manufactured goods","_","_","_","_","..","..","..",6.93,"..",7.73,"..","..","..","..",7.31,"..","..","..",4.75,4.73,4.78,4.09,4.07,4,4,4.1,4.07,4.07,4.07,4.07
"Ukraine","Chemical products","_","_","_","_","..","..","..",5.31,"..",5.95,"..","..","..","..",5.59,"..","..","..",3.27,3.13,3.33,3.2,3.2,3.1,3.11,3.23,3.21,3.21,3.21,3.21
"Ukraine","Machinery and transport equipment","_","_","_","_","..","..","..",4.68,"..",5.43,"..","..","..","..",5.85,"..","..","..",4.23,4.2,4.2,3.13,3.04,2.94,2.94,2.99,2.96,2.96,2.96,2.96
"Ukraine","Other manufactured goods","_","_","_","_","..","..","..",8.5,"..",9.42,"..","..","..","..",8.6,"..","..","..",5.55,5.59,5.59,4.86,4.85,4.82,4.82,4.93,4.91,4.91,4.91,4.91
"United Arab Emirates","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",4.98,"..",4.92,4.86,4.71,4.71,4.71,"..",4.7,4.64,4.64,4.63,4.64,4.64,4.65
"United Arab Emirates","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",4.8,"..",4.8,4.8,4.77,4.76,4.77,"..",4.75,4.76,4.76,4.73,4.76,4.76,4.76
"United Arab Emirates","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",4.99,"..",4.92,4.86,4.71,4.71,4.7,"..",4.7,4.64,4.64,4.62,4.64,4.64,4.65
"United Arab Emirates","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",4.83,"..",4.84,4.57,4.47,4.46,4.46,"..",4.45,4.45,4.45,4.44,4.45,4.45,4.46
"United Arab Emirates","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",4.87,"..",4.87,4.87,4.43,4.43,4.43,"..",4.43,4.22,4.22,4.22,4.22,4.22,4.24
"United Arab Emirates","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",5.11,"..",4.98,4.98,4.92,4.92,4.92,"..",4.92,4.9,4.9,4.87,4.9,4.9,4.89
"United Kingdom","Manufactured goods, ores and metals",5.81,5.8,8.140000000000001,6.73,6.83,6.78,6.73,6.29,5.39,5.5,4.92,4.51,4.35,4.4,4.56,4.33,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"United Kingdom","Ores and metals",2.53,2.47,2.54,2.54,2.54,2.54,2.54,2.33,1.97,1.96,1.77,1.59,1.59,1.59,1.59,1.59,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"United Kingdom","Manufactured goods",6.08,6.08,8.52,7.02,7.12,7.07,7.01,6.56,5.61,5.73,5.12,4.71,4.52,4.59,4.76,4.52,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"United Kingdom","Chemical products",7.54,7.53,7.64,7.64,7.79,7.63,7.63,7.49,5.88,6.52,5.57,5.24,4.85,5.59,5.34,5.33,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"United Kingdom","Machinery and transport equipment",4.92,4.91,5.01,5.01,5.06,5.12,5.02,4.55,3.55,3.54,2.83,2.34,2.28,2.28,2.27,2.27,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"United Kingdom","Other manufactured goods",6,5.99,10.33,7.62,7.73,7.67,7.62,7.04,6.41,6.38,5.94,5.53,5.37,5.19,5.58,5.15,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"United Republic of Tanzania","Manufactured goods, ores and metals","..","..","..","..","..",18.93,"..","..","..",22.48,22.77,"..",15.92,"..","..",12.91,"..",11.58,11.55,11.54,11.34,11.31,11.31,11.24,11.16,11.15,11.02,11.11,11.18,".."
"United Republic of Tanzania","Ores and metals","..","..","..","..","..",19.12,"..","..","..",28.88,29.21,"..",12.04,"..","..",7.03,"..",6.58,6.54,6.41,6.61,6.61,6.61,6.57,6.32,6.32,6.32,6.32,6.32,".."
"United Republic of Tanzania","Manufactured goods","..","..","..","..","..",18.91,"..","..","..",22.06,22.35,"..",16.17,"..","..",13.29,"..",11.92,11.89,11.89,11.65,11.63,11.63,11.55,11.49,11.48,11.33,11.43,11.5,".."
"United Republic of Tanzania","Chemical products","..","..","..","..","..",17.12,"..","..","..",26.88,27.01,"..",8.19,"..","..",4,"..",3.28,3.2,3.23,3.29,3.28,3.28,3.37,3.28,3.23,3.23,3.23,3.23,".."
"United Republic of Tanzania","Machinery and transport equipment","..","..","..","..","..",11.1,"..","..","..",17.66,17.97,"..",13.13,"..","..",8.94,"..",6.2,6.21,6.21,5.88,5.87,5.87,5.76,5.72,5.72,5.7,5.72,5.78,".."
"United Republic of Tanzania","Other manufactured goods","..","..","..","..","..",22.88,"..","..","..",22.09,22.42,"..",20.61,"..","..",18.8,"..",17.76,17.74,17.73,17.5,17.46,17.46,17.32,17.34,17.35,17.08,17.26,17.36,".."
"United States of America","Manufactured goods, ores and metals","..",6.13,6.13,6.11,6.13,6.14,"..",5.5,5.19,4.97,4.52,4.15,4.12,4.01,3.92,3.79,3.65,3.64,3.63,3.49,3.67,3.71,3.73,3.72,3.63,3.62,3.61,3.62,3.62,3.38
"United States of America","Ores and metals","..",2.27,2.27,2.28,2.29,2.32,"..",2,1.87,1.66,1.46,1.24,1.24,1.24,1.34,1.33,1.32,1.31,1.3,1.2,1.27,1.27,1.27,1.29,1.29,1.3,1.3,1.31,1.3,1.22
"United States of America","Manufactured goods","..",6.39,6.39,6.36,6.38,6.4,"..",5.73,5.41,5.19,4.7,4.34,4.3,4.19,4.09,3.95,3.81,3.79,3.79,3.65,3.83,3.88,3.89,3.88,3.79,3.78,3.77,3.77,3.78,3.53
"United States of America","Chemical products","..",5.57,5.57,5.56,5.57,5.59,"..",4.51,4.47,4.28,4.04,3.83,3.69,3.55,3.28,3.15,3.02,3.02,3.02,2.68,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,2.8
"United States of America","Machinery and transport equipment","..",3.74,3.73,3.73,3.74,3.74,"..",3.42,3.04,2.68,2.17,1.76,1.66,1.66,1.65,1.65,1.65,1.65,1.65,1.15,1.68,1.68,1.68,1.68,1.67,1.67,1.67,1.67,1.67,1.43
"United States of America","Other manufactured goods","..",7.87,7.86,7.82,7.84,7.86,"..",7.21,6.85,6.63,6.1,5.69,5.71,5.56,5.48,5.28,5.07,5.04,5.03,5.03,5.08,5.16,5.19,5.17,5.02,5,4.98,4.99,5,4.76
"Uruguay","Manufactured goods, ores and metals","..","..","..","..",5.63,"..","..",11.29,11.65,11.83,14.06,14.17,14.37,14.27,13.33,"..",13.34,11.15,10.9,10.9,10.83,10.83,10.84,10.81,10.81,10.89,10.85,10.85,10.76,10.79
"Uruguay","Ores and metals","..","..","..","..",4.91,"..","..",6.06,6.06,6.05,8.77,8.83,8.970000000000001,8.41,7.24,"..",7.26,5.77,5.45,5.45,5.31,5.31,5.3,5.29,5.29,5.3,5.3,5.3,5.28,5.24
"Uruguay","Manufactured goods","..","..","..","..",5.67,"..","..",11.65,12.02,12.21,14.4,14.51,14.72,14.65,13.74,"..",13.76,11.52,11.27,11.27,11.2,11.19,11.21,11.18,11.18,11.26,11.22,11.22,11.13,11.17
"Uruguay","Chemical products","..","..","..","..",4.34,"..","..",8.24,8.199999999999999,8.18,10.74,10.86,11.03,10.77,9.449999999999999,"..",9.470000000000001,8.01,7.56,7.56,7.51,7.52,7.52,7.52,7.52,7.5,7.5,7.49,7.5,7.49
"Uruguay","Machinery and transport equipment","..","..","..","..",5.41,"..","..",6.31,6.54,7.58,9.109999999999999,9.68,10.36,11.08,10.65,"..",10.69,6.33,6.28,6.28,6.11,6.1,6.13,6.13,6.13,6.13,6.16,6.15,6.15,6.22
"Uruguay","Other manufactured goods","..","..","..","..",6.3,"..","..",15.2,15.88,15.78,18.12,18.03,18.2,17.7,16.76,"..",16.76,15.11,14.85,14.86,14.88,14.87,14.87,14.82,14.82,15.03,14.94,14.95,14.77,14.81
"Uzbekistan","Manufactured goods, ores and metals","_","_","_","_","..","..","..","..","..","..","..","..","..",11.57,"..","..","..","..",15.35,15.35,15.21,15.03,"..","..",15.03,"..",14.27,13.92,"..",".."
"Uzbekistan","Ores and metals","_","_","_","_","..","..","..","..","..","..","..","..","..",9.300000000000001,"..","..","..","..",14.07,14.07,14.23,14.23,"..","..",14.23,"..",14.25,14.25,"..",".."
"Uzbekistan","Manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..",11.71,"..","..","..","..",15.44,15.44,15.28,15.08,"..","..",15.08,"..",14.27,13.9,"..",".."
"Uzbekistan","Chemical products","_","_","_","_","..","..","..","..","..","..","..","..","..",8.92,"..","..","..","..",8.390000000000001,8.390000000000001,8.380000000000001,8.42,"..","..",8.42,"..",8.609999999999999,8.24,"..",".."
"Uzbekistan","Machinery and transport equipment","_","_","_","_","..","..","..","..","..","..","..","..","..",4.95,"..","..","..","..",11.18,11.18,11.04,10.06,"..","..",10.06,"..",7.7,7.51,"..",".."
"Uzbekistan","Other manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..",15.73,"..","..","..","..",20.04,20.04,19.88,19.92,"..","..",19.92,"..",19.43,19.2,"..",".."
"Vanuatu","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..",14.16,14.01,14.09,14.12,14.07,14.17,14.14,14.13,"..","..",7.76,"..","..",7.71,7.71,7.68
"Vanuatu","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..",9.49,10.09,10.09,10.09,10.13,10.13,10.13,10.13,"..","..",3.62,"..","..",3.66,3.66,3.66
"Vanuatu","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..",14.47,14.28,14.36,14.39,14.34,14.45,14.41,14.4,"..","..",8.039999999999999,"..","..",7.98,7.98,7.95
"Vanuatu","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..",13.89,13.15,13.55,13.7,13.08,13.36,13.17,13.14,"..","..",5.18,"..","..",5.17,5.17,5.25
"Vanuatu","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..",12.46,12.31,12.31,12.31,12.33,12.46,12.46,12.46,"..","..",5.93,"..","..",5.82,5.82,5.85
"Vanuatu","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..",15.55,15.55,15.55,15.55,15.69,15.72,15.72,15.72,"..","..",10.1,"..","..",10.07,10.07,9.970000000000001
"Venezuela (Bolivarian Rep. of)","Manufactured goods, ores and metals","..","..","..","..",16.42,"..","..",13.55,"..",11.97,11.99,12.05,12,12.04,12.37,12.34,12.04,12.04,12.68,12.68,12.79,12.79,12.79,12.79,12.79,12.79,12.49,12.9,12.61,14.67
"Venezuela (Bolivarian Rep. of)","Ores and metals","..","..","..","..",8.109999999999999,"..","..",7.33,"..",6.65,6.63,6.65,6.65,6.65,6.64,6.64,6.65,6.65,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.3,6.27,5.65,5.71
"Venezuela (Bolivarian Rep. of)","Manufactured goods","..","..","..","..",17,"..","..",13.97,"..",12.32,12.34,12.4,12.35,12.39,12.74,12.71,12.39,12.39,13.1,13.1,13.21,13.21,13.21,13.21,13.21,13.21,12.91,13.35,13.08,15.28
"Venezuela (Bolivarian Rep. of)","Chemical products","..","..","..","..",10.38,"..","..",10.72,"..",8.220000000000001,8.27,8.279999999999999,8.289999999999999,8.310000000000001,8.32,8.300000000000001,8.279999999999999,8.279999999999999,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.24,8.18,7.19,8.220000000000001
"Venezuela (Bolivarian Rep. of)","Machinery and transport equipment","..","..","..","..",12.68,"..","..",12.6,"..",10.25,10.28,10.39,10.28,10.36,10.38,10.34,10.39,10.39,10.37,10.37,10.47,10.47,10.47,10.48,10.48,10.48,10.66,12.43,12.36,13.22
"Venezuela (Bolivarian Rep. of)","Other manufactured goods","..","..","..","..",21.46,"..","..",15.79,"..",14.81,14.83,14.88,14.84,14.85,15.48,15.46,14.86,14.86,16.2,16.2,16.37,16.37,16.37,16.37,16.37,16.36,15.79,15.86,15.8,19.04
"Viet Nam","Manufactured goods, ores and metals","..","..","..","..","..","..",13.55,"..","..","..","..",15.42,"..",15.45,15.39,15.69,15.69,15.69,15.69,15.69,9.390000000000001,9.02,8.66,"..",8.23,8.18,8.27,8.26,8.310000000000001,8.310000000000001
"Viet Nam","Ores and metals","..","..","..","..","..","..",1.18,"..","..","..","..",1.72,"..",1.83,1.8,1.93,1.93,1.93,1.93,1.93,1.96,1.98,1.99,"..",1.55,1.56,1.83,1.83,1.96,1.93
"Viet Nam","Manufactured goods","..","..","..","..","..","..",14.39,"..","..","..","..",16.32,"..",16.34,16.27,16.62,16.62,16.62,16.62,16.62,9.890000000000001,9.49,9.109999999999999,"..",8.68,8.619999999999999,8.699999999999999,8.699999999999999,8.74,8.74
"Viet Nam","Chemical products","..","..","..","..","..","..",4.02,"..","..","..","..",4.03,"..",3.87,3.87,4.34,4.31,4.34,4.34,4.34,3.5,3.36,3.14,"..",2.88,2.85,2.91,2.91,2.92,2.94
"Viet Nam","Machinery and transport equipment","..","..","..","..","..","..",6.4,"..","..","..","..",9.43,"..",9.99,9.720000000000001,9.94,9.94,9.94,9.94,9.94,7.41,7.08,6.82,"..",6.39,6.34,6.36,6.35,6.38,6.36
"Viet Nam","Other manufactured goods","..","..","..","..","..","..",21.68,"..","..","..","..",24.13,"..",23.95,23.95,24.32,24.33,24.32,24.32,24.32,13.53,13,12.5,"..",12.04,11.97,12.09,12.07,12.14,12.14
"Wallis and Futuna Islands","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",7.07,7.07,7.08
"Wallis and Futuna Islands","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",4.87,4.87,4.87
"Wallis and Futuna Islands","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",7.21,7.21,7.23
"Wallis and Futuna Islands","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",6.42,6.42,6.42
"Wallis and Futuna Islands","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",8.52,8.52,8.59
"Wallis and Futuna Islands","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",6.97,6.97,6.97
"Yemen","Manufactured goods, ores and metals","_","_","..","..","..","..","..","..","..","..","..","..",12.21,"..","..","..","..","..",6.17,"..","..",6.08,"..",6.08,6.06,6.06,"..",6.11,6.11,6.11
"Yemen","Ores and metals","_","_","..","..","..","..","..","..","..","..","..","..",12.67,"..","..","..","..","..",6.67,"..","..",6.72,"..",6.72,6.7,6.7,"..",6.7,6.7,6.7
"Yemen","Manufactured goods","_","_","..","..","..","..","..","..","..","..","..","..",12.18,"..","..","..","..","..",6.14,"..","..",6.04,"..",6.04,6.01,6.01,"..",6.07,6.07,6.08
"Yemen","Chemical products","_","_","..","..","..","..","..","..","..","..","..","..",9.640000000000001,"..","..","..","..","..",5.74,"..","..",5.75,"..",5.75,5.65,5.65,"..",5.65,5.65,5.66
"Yemen","Machinery and transport equipment","_","_","..","..","..","..","..","..","..","..","..","..",11.26,"..","..","..","..","..",4.94,"..","..",4.95,"..",4.95,4.96,4.96,"..",5.18,5.18,5.2
"Yemen","Other manufactured goods","_","_","..","..","..","..","..","..","..","..","..","..",13.58,"..","..","..","..","..",6.81,"..","..",6.62,"..",6.62,6.62,6.62,"..",6.62,6.62,6.62
"Zambia","Manufactured goods, ores and metals","..","..","..","..","..",25.61,"..","..","..",13.33,"..","..","..",13.36,11.35,13,13.22,12.89,13.05,12.78,12.71,12.43,12.16,12.18,12.13,11.54,"..",11.48,13.26,".."
"Zambia","Ores and metals","..","..","..","..","..",20.59,"..","..","..",9.630000000000001,"..","..","..",9.470000000000001,6.78,9.300000000000001,9.1,9.07,9.09,8.92,8.890000000000001,8.640000000000001,8.609999999999999,8.609999999999999,8.67,8.67,"..",8.810000000000001,8.810000000000001,".."
"Zambia","Manufactured goods","..","..","..","..","..",25.96,"..","..","..",13.57,"..","..","..",13.61,11.65,13.24,13.5,13.15,13.32,13.04,12.97,12.68,12.4,12.42,12.37,11.73,"..",11.66,13.56,".."
"Zambia","Chemical products","..","..","..","..","..",20.67,"..","..","..",7.15,"..","..","..",6.83,6.37,6.51,6.69,6.35,6.62,6.65,6.43,6.33,5.2,5.19,5.18,5.09,"..",5.06,12.06,".."
